Area,Year,Animal,Measurement,Unit,Value
Saskatchewan,1956,Total sheep,Number of farms reporting,Number,3983
Saskatchewan,1956,Total sheep,Number of animals,Number,142696
Saskatchewan,1956,Total sheep,Average number,Number,36
Saskatchewan,1956,Horses and ponies,Number of farms reporting,Number,57407
Saskatchewan,1956,Horses and ponies,Number of animals,Number,170769
Saskatchewan,1956,Horses and ponies,Average number,Number,3
Saskatchewan,1956,Total hens and chickens,Number of farms reporting,Number,67408
Saskatchewan,1956,Total hens and chickens,Number of animals,Number,8219286
Saskatchewan,1956,Total hens and chickens,Average number,Number,122
Alberta,1956,Total cattle,Number of farms reporting,Number,63432
Alberta,1956,Total cattle,Number of animals,Number,2449211
Alberta,1956,Total cattle,Average number,Number,39
Alberta,1956,Total pigs,Number of farms reporting,Number,45643
Alberta,1956,Total pigs,Number of animals,Number,1211508
Alberta,1956,Total pigs,Average number,Number,27
Alberta,1956,Total sheep,Number of farms reporting,Number,5785
Alberta,1956,Total sheep,Number of animals,Number,404820
Alberta,1956,Total sheep,Average number,Number,70
Alberta,1956,Horses and ponies,Number of farms reporting,Number,42531
Alberta,1956,Horses and ponies,Number of animals,Number,154672
Alberta,1956,Horses and ponies,Average number,Number,4
Alberta,1956,Total hens and chickens,Number of farms reporting,Number,55086
Alberta,1956,Total hens and chickens,Number of animals,Number,9443521
Alberta,1956,Total hens and chickens,Average number,Number,171
British Columbia,1956,Total cattle,Number of farms reporting,Number,15118
British Columbia,1956,Total cattle,Number of animals,Number,422859
British Columbia,1956,Total cattle,Average number,Number,28
British Columbia,1956,Total pigs,Number of farms reporting,Number,4005
British Columbia,1956,Total pigs,Number of animals,Number,48472
British Columbia,1956,Total pigs,Average number,Number,12
British Columbia,1956,Total sheep,Number of farms reporting,Number,1367
British Columbia,1956,Total sheep,Number of animals,Number,86053
British Columbia,1956,Total sheep,Average number,Number,63
British Columbia,1956,Horses and ponies,Number of farms reporting,Number,5885
British Columbia,1956,Horses and ponies,Number of animals,Number,26729
British Columbia,1956,Horses and ponies,Average number,Number,5
British Columbia,1956,Total hens and chickens,Number of farms reporting,Number,14803
British Columbia,1956,Total hens and chickens,Number of animals,Number,4221305
British Columbia,1956,Total hens and chickens,Average number,Number,285
Canada,1961,Total cattle,Number of farms reporting,Number,375049
Canada,1961,Total cattle,Number of animals,Number,11940978
Canada,1961,Total cattle,Average number,Number,32
Canada,1961,Total pigs,Number of farms reporting,Number,223401
Canada,1961,Total pigs,Number of animals,Number,5332734
Canada,1961,Total pigs,Average number,Number,24
Canada,1961,Total sheep,Number of farms reporting,Number,38527
Canada,1961,Total sheep,Number of animals,Number,1563531
Canada,1961,Total sheep,Average number,Number,41
Canada,1961,Horses and ponies,Number of farms reporting,Number,203215
Canada,1961,Horses and ponies,Number of animals,Number,511788
Canada,1961,Horses and ponies,Average number,Number,3
Canada,1961,Total hens and chickens,Number of farms reporting,Number,266073
Canada,1961,Total hens and chickens,Number of animals,Number,69610909
Canada,1961,Total hens and chickens,Average number,Number,262
Newfoundland and Labrador,1961,Total cattle,Number of farms reporting,Number,1014
Newfoundland and Labrador,1961,Total cattle,Number of animals,Number,7320
Newfoundland and Labrador,1961,Total cattle,Average number,Number,7
Newfoundland and Labrador,1961,Total pigs,Number of farms reporting,Number,135
Newfoundland and Labrador,1961,Total pigs,Number of animals,Number,1554
Newfoundland and Labrador,1961,Total pigs,Average number,Number,12
