Area,Year,Measurement,Unit,Value
Manitoba,1931,Yield,kg/colony,53.787232
New Brunswick,1931,Yield,kg/colony,17.8768611764706
Nova Scotia,1931,Yield,kg/colony,17.4694216216216
Ontario,1931,Yield,kg/colony,48.9573567640449
Prince Edward Island,1931,Yield,kg/colony,22.6796
Quebec,1931,Yield,kg/colony,24.5917587680462
Saskatchewan,1931,Yield,kg/colony,37.8510424076607
Alberta,1931,Value / Colony,CAD/colony,16.7272727272727
British Columbia,1931,Value / Colony,CAD/colony,5.88510042036432
Canada,1931,Value / Colony,CAD/colony,6.86162624821683
Manitoba,1931,Value / Colony,CAD/colony,8.29032258064516
New Brunswick,1931,Value / Colony,CAD/colony,4.11764705882353
Nova Scotia,1931,Value / Colony,CAD/colony,4.05405405405405
Ontario,1931,Value / Colony,CAD/colony,7.01123595505618
Prince Edward Island,1931,Value / Colony,CAD/colony,5
Quebec,1931,Value / Colony,CAD/colony,5.72666025024062
Saskatchewan,1931,Value / Colony,CAD/colony,9.98632010943912
Alberta,1932,Beekeepers,Thousand,0.32
British Columbia,1932,Beekeepers,Thousand,2.97
Canada,1932,Beekeepers,Thousand,24.645
Manitoba,1932,Beekeepers,Thousand,2.35
New Brunswick,1932,Beekeepers,Thousand,0.38
Nova Scotia,1932,Beekeepers,Thousand,0.26
Ontario,1932,Beekeepers,Thousand,9.1
Prince Edward Island,1932,Beekeepers,Thousand,0.015
Quebec,1932,Beekeepers,Thousand,7.53
Saskatchewan,1932,Beekeepers,Thousand,1.72
Alberta,1932,Colonies,Thousand,5.7
British Columbia,1932,Colonies,Thousand,21.93
Canada,1932,Colonies,Thousand,349.29
Manitoba,1932,Colonies,Thousand,32.78
New Brunswick,1932,Colonies,Thousand,1.6
Nova Scotia,1932,Colonies,Thousand,1.38
Ontario,1932,Colonies,Thousand,182
Prince Edward Island,1932,Colonies,Thousand,0.21
Quebec,1932,Colonies,Thousand,94.89
Saskatchewan,1932,Colonies,Thousand,8.8
Alberta,1932,Production,Tonnes,249.4756
British Columbia,1932,Production,Tonnes,456.767144
Canada,1932,Production,Tonnes,11890.007096
Manitoba,1932,Production,Tonnes,2669.842512
New Brunswick,1932,Production,Tonnes,16.782904
Nova Scotia,1932,Production,Tonnes,21.772416
Ontario,1932,Production,Tonnes,7076.0352
Prince Edward Island,1932,Production,Tonnes,5.896696
Quebec,1932,Production,Tonnes,1202.925984
Saskatchewan,1932,Production,Tonnes,190.50864
Alberta,1932,Value of Honey,Million CAD,0.044
British Columbia,1932,Value of Honey,Million CAD,0.121
Canada,1932,Value of Honey,Million CAD,1.942
Manitoba,1932,Value of Honey,Million CAD,0.412
New Brunswick,1932,Value of Honey,Million CAD,0.004
Nova Scotia,1932,Value of Honey,Million CAD,0.005
Ontario,1932,Value of Honey,Million CAD,1.092
Prince Edward Island,1932,Value of Honey,Million CAD,0.001
Quebec,1932,Value of Honey,Million CAD,0.217
Saskatchewan,1932,Value of Honey,Million CAD,0.046
Alberta,1932,Colonies / Beekeeper,Number,18
British Columbia,1932,Colonies / Beekeeper,Number,7
Canada,1932,Colonies / Beekeeper,Number,14
Manitoba,1932,Colonies / Beekeeper,Number,14
New Brunswick,1932,Colonies / Beekeeper,Number,4
Nova Scotia,1932,Colonies / Beekeeper,Number,5
Ontario,1932,Colonies / Beekeeper,Number,20
Prince Edward Island,1932,Colonies / Beekeeper,Number,14
Quebec,1932,Colonies / Beekeeper,Number,13
Saskatchewan,1932,Colonies / Beekeeper,Number,5
Alberta,1932,Yield,kg/colony,43.767649122807
British Columbia,1932,Yield,kg/colony,20.8284151390789
Canada,1932,Yield,kg/colony,34.0405024363709
Manitoba,1932,Yield,kg/colony,81.4473005491153
New Brunswick,1932,Yield,kg/colony,10.489315
Nova Scotia,1932,Yield,kg/colony,15.7771130434783
Ontario,1932,Yield,kg/colony,38.8793142857143
Prince Edward Island,1932,Yield,kg/colony,28.0795047619048
Quebec,1932,Yield,kg/colony,12.6770574770787
Saskatchewan,1932,Yield,kg/colony,21.6487090909091
Alberta,1932,Value / Colony,CAD/colony,7.71929824561404
British Columbia,1932,Value / Colony,CAD/colony,5.51755585955312
Canada,1932,Value / Colony,CAD/colony,5.55984998139082
Manitoba,1932,Value / Colony,CAD/colony,12.568639414277
New Brunswick,1932,Value / Colony,CAD/colony,2.5
Nova Scotia,1932,Value / Colony,CAD/colony,3.6231884057971
Ontario,1932,Value / Colony,CAD/colony,6
Prince Edward Island,1932,Value / Colony,CAD/colony,4.76190476190476
Quebec,1932,Value / Colony,CAD/colony,2.28685846769944
Saskatchewan,1932,Value / Colony,CAD/colony,5.22727272727273
Alberta,1933,Beekeepers,Thousand,0.32
British Columbia,1933,Beekeepers,Thousand,2.82
Canada,1933,Beekeepers,Thousand,23.085
Manitoba,1933,Beekeepers,Thousand,2.6
New Brunswick,1933,Beekeepers,Thousand,0.37
Nova Scotia,1933,Beekeepers,Thousand,0.26
Ontario,1933,Beekeepers,Thousand,9
Prince Edward Island,1933,Beekeepers,Thousand,0.015
Quebec,1933,Beekeepers,Thousand,5.8
Saskatchewan,1933,Beekeepers,Thousand,1.9
Alberta,1933,Colonies,Thousand,5.8
British Columbia,1933,Colonies,Thousand,22.01
Canada,1933,Colonies,Thousand,328.21
Manitoba,1933,Colonies,Thousand,28
New Brunswick,1933,Colonies,Thousand,1.5
Nova Scotia,1933,Colonies,Thousand,1.35
Ontario,1933,Colonies,Thousand,190
Prince Edward Island,1933,Colonies,Thousand,0.2
Quebec,1933,Colonies,Thousand,70.53
Saskatchewan,1933,Colonies,Thousand,8.82
Alberta,1933,Production,Tonnes,453.592
British Columbia,1933,Production,Tonnes,527.981088
Canada,1933,Production,Tonnes,14557.581648
Manitoba,1933,Production,Tonnes,1723.6496
New Brunswick,1933,Production,Tonnes,19.050864
Nova Scotia,1933,Production,Tonnes,31.297848
Ontario,1933,Production,Tonnes,9550.833152
Prince Edward Island,1933,Production,Tonnes,5.443104
Quebec,1933,Production,Tonnes,1825.7078
Saskatchewan,1933,Production,Tonnes,420.026192
Alberta,1933,Value of Honey,Million CAD,0.09
British Columbia,1933,Value of Honey,Million CAD,0.157
Canada,1933,Value of Honey,Million CAD,2.669
Manitoba,1933,Value of Honey,Million CAD,0.304
New Brunswick,1933,Value of Honey,Million CAD,0.006
Nova Scotia,1933,Value of Honey,Million CAD,0.009
Ontario,1933,Value of Honey,Million CAD,1.558
Prince Edward Island,1933,Value of Honey,Million CAD,0.001
Quebec,1933,Value of Honey,Million CAD,0.448
Saskatchewan,1933,Value of Honey,Million CAD,0.096
Alberta,1933,Colonies / Beekeeper,Number,18
British Columbia,1933,Colonies / Beekeeper,Number,8
Canada,1933,Colonies / Beekeeper,Number,14
Manitoba,1933,Colonies / Beekeeper,Number,11
New Brunswick,1933,Colonies / Beekeeper,Number,4
Nova Scotia,1933,Colonies / Beekeeper,Number,5
Ontario,1933,Colonies / Beekeeper,Number,21
Prince Edward Island,1933,Colonies / Beekeeper,Number,13
Quebec,1933,Colonies / Beekeeper,Number,12
Saskatchewan,1933,Colonies / Beekeeper,Number,5
Alberta,1933,Yield,kg/colony,78.2055172413793
British Columbia,1933,Yield,kg/colony,23.9882366197183
Canada,1933,Yield,kg/colony,44.3544731970385
Manitoba,1933,Yield,kg/colony,61.5589142857143
New Brunswick,1933,Yield,kg/colony,12.700576
Nova Scotia,1933,Yield,kg/colony,23.1835911111111
Ontario,1933,Yield,kg/colony,50.2675429052631
Prince Edward Island,1933,Yield,kg/colony,27.21552
Quebec,1933,Yield,kg/colony,25.8855494115979
Saskatchewan,1933,Yield,kg/colony,47.6220172335601
Alberta,1933,Value / Colony,CAD/colony,15.5172413793103
British Columbia,1933,Value / Colony,CAD/colony,7.13312130849614
Canada,1933,Value / Colony,CAD/colony,8.13198866579324
Manitoba,1933,Value / Colony,CAD/colony,10.8571428571429
New Brunswick,1933,Value / Colony,CAD/colony,4
Nova Scotia,1933,Value / Colony,CAD/colony,6.66666666666667
Ontario,1933,Value / Colony,CAD/colony,8.2
Prince Edward Island,1933,Value / Colony,CAD/colony,5
Quebec,1933,Value / Colony,CAD/colony,6.35190698993336
Saskatchewan,1933,Value / Colony,CAD/colony,10.8843537414966
Alberta,1934,Beekeepers,Thousand,1.01
British Columbia,1934,Beekeepers,Thousand,3.08
Canada,1934,Beekeepers,Thousand,24.254
Manitoba,1934,Beekeepers,Thousand,3.13
New Brunswick,1934,Beekeepers,Thousand,0.36
Nova Scotia,1934,Beekeepers,Thousand,0.25
Ontario,1934,Beekeepers,Thousand,8.5
Prince Edward Island,1934,Beekeepers,Thousand,0.014
Quebec,1934,Beekeepers,Thousand,5.56
Saskatchewan,1934,Beekeepers,Thousand,2.35
Alberta,1934,Colonies,Thousand,9.39
British Columbia,1934,Colonies,Thousand,22.26
Canada,1934,Colonies,Thousand,328.37
Manitoba,1934,Colonies,Thousand,41.7
New Brunswick,1934,Colonies,Thousand,1.5
Nova Scotia,1934,Colonies,Thousand,1.36
Ontario,1934,Colonies,Thousand,187
Prince Edward Island,1934,Colonies,Thousand,0.18
Quebec,1934,Colonies,Thousand,53.76
Saskatchewan,1934,Colonies,Thousand,11.22
Alberta,1934,Production,Tonnes,680.388
British Columbia,1934,Production,Tonnes,685.831104
Canada,1934,Production,Tonnes,15520.103872
Manitoba,1934,Production,Tonnes,2117.821048
New Brunswick,1934,Production,Tonnes,28.576296
Nova Scotia,1934,Production,Tonnes,23.133192
Ontario,1934,Production,Tonnes,10030.279896
Prince Edward Island,1934,Production,Tonnes,2.721552
Quebec,1934,Production,Tonnes,1657.87876
Saskatchewan,1934,Production,Tonnes,293.474024
Alberta,1934,Value of Honey,Million CAD,0.15
British Columbia,1934,Value of Honey,Million CAD,0.219
Canada,1934,Value of Honey,Million CAD,3.081
Manitoba,1934,Value of Honey,Million CAD,0.409
New Brunswick,1934,Value of Honey,Million CAD,0.009
Nova Scotia,1934,Value of Honey,Million CAD,0.007
Ontario,1934,Value of Honey,Million CAD,1.858
Prince Edward Island,1934,Value of Honey,Million CAD,0.001
Quebec,1934,Value of Honey,Million CAD,0.357
Saskatchewan,1934,Value of Honey,Million CAD,0.071
Alberta,1934,Colonies / Beekeeper,Number,9
British Columbia,1934,Colonies / Beekeeper,Number,7
Canada,1934,Colonies / Beekeeper,Number,14
Manitoba,1934,Colonies / Beekeeper,Number,13
New Brunswick,1934,Colonies / Beekeeper,Number,4
Nova Scotia,1934,Colonies / Beekeeper,Number,5
Ontario,1934,Colonies / Beekeeper,Number,22
Prince Edward Island,1934,Colonies / Beekeeper,Number,13
Quebec,1934,Colonies / Beekeeper,Number,10
Saskatchewan,1934,Colonies / Beekeeper,Number,5
Alberta,1934,Yield,kg/colony,72.458785942492
British Columbia,1934,Yield,kg/colony,30.8100226415094
Canada,1934,Yield,kg/colony,47.2640736729908
Manitoba,1934,Yield,kg/colony,50.7870754916067
New Brunswick,1934,Yield,kg/colony,19.050864
Nova Scotia,1934,Yield,kg/colony,17.0097
Ontario,1934,Yield,kg/colony,53.6378604064171
Prince Edward Island,1934,Yield,kg/colony,15.1197333333333
Quebec,1934,Yield,kg/colony,30.8385186011905
Saskatchewan,1934,Yield,kg/colony,26.1563301247772
Alberta,1934,Value / Colony,CAD/colony,15.9744408945687
British Columbia,1934,Value / Colony,CAD/colony,9.83827493261455
Canada,1934,Value / Colony,CAD/colony,9.38270853001188
Manitoba,1934,Value / Colony,CAD/colony,9.80815347721822
New Brunswick,1934,Value / Colony,CAD/colony,6
Nova Scotia,1934,Value / Colony,CAD/colony,5.14705882352941
Ontario,1934,Value / Colony,CAD/colony,9.93582887700535
Prince Edward Island,1934,Value / Colony,CAD/colony,5.55555555555556
Quebec,1934,Value / Colony,CAD/colony,6.640625
Saskatchewan,1934,Value / Colony,CAD/colony,6.32798573975045
Alberta,1935,Beekeepers,Thousand,1
British Columbia,1935,Beekeepers,Thousand,3.13
Canada,1935,Beekeepers,Thousand,24.843
Manitoba,1935,Beekeepers,Thousand,3.3
New Brunswick,1935,Beekeepers,Thousand,0.35
Nova Scotia,1935,Beekeepers,Thousand,0.25
Ontario,1935,Beekeepers,Thousand,8.3
Prince Edward Island,1935,Beekeepers,Thousand,0.013
Quebec,1935,Beekeepers,Thousand,5.8
Saskatchewan,1935,Beekeepers,Thousand,2.7
Alberta,1935,Colonies,Thousand,13.06
British Columbia,1935,Colonies,Thousand,22.7
Canada,1935,Colonies,Thousand,356.958
Manitoba,1935,Colonies,Thousand,51.42
New Brunswick,1935,Colonies,Thousand,1.3
Nova Scotia,1935,Colonies,Thousand,1.18
Ontario,1935,Colonies,Thousand,193
Prince Edward Island,1935,Colonies,Thousand,0.198
Quebec,1935,Colonies,Thousand,60
Saskatchewan,1935,Colonies,Thousand,14.1
Alberta,1935,Production,Tonnes,498.9512
British Columbia,1935,Production,Tonnes,585.587272
Canada,1935,Production,Tonnes,15261.556432
Manitoba,1935,Production,Tonnes,2257.980976
New Brunswick,1935,Production,Tonnes,19.050864
Nova Scotia,1935,Production,Tonnes,21.318824
Ontario,1935,Production,Tonnes,9577.141488
Prince Edward Island,1935,Production,Tonnes,4.53592
Quebec,1935,Production,Tonnes,1820.264696
Saskatchewan,1935,Production,Tonnes,476.725192
Alberta,1935,Value of Honey,Million CAD,0.099
British Columbia,1935,Value of Honey,Million CAD,0.194
Canada,1935,Value of Honey,Million CAD,2.734
Manitoba,1935,Value of Honey,Million CAD,0.367
New Brunswick,1935,Value of Honey,Million CAD,0.007
Nova Scotia,1935,Value of Honey,Million CAD,0.008
Ontario,1935,Value of Honey,Million CAD,1.561
Prince Edward Island,1935,Value of Honey,Million CAD,0.001
Quebec,1935,Value of Honey,Million CAD,0.381
Saskatchewan,1935,Value of Honey,Million CAD,0.116
Alberta,1935,Colonies / Beekeeper,Number,13
British Columbia,1935,Colonies / Beekeeper,Number,7
Canada,1935,Colonies / Beekeeper,Number,14
Manitoba,1935,Colonies / Beekeeper,Number,16
New Brunswick,1935,Colonies / Beekeeper,Number,4
Nova Scotia,1935,Colonies / Beekeeper,Number,5
Ontario,1935,Colonies / Beekeeper,Number,23
Prince Edward Island,1935,Colonies / Beekeeper,Number,15
Quebec,1935,Colonies / Beekeeper,Number,10
Saskatchewan,1935,Colonies / Beekeeper,Number,5
Alberta,1935,Yield,kg/colony,38.2045329249617
British Columbia,1935,Yield,kg/colony,25.796796123348
Canada,1935,Yield,kg/colony,42.7544877324503
Manitoba,1935,Yield,kg/colony,43.912504395177
New Brunswick,1935,Yield,kg/colony,14.6545107692308
Nova Scotia,1935,Yield,kg/colony,18.0668
Ontario,1935,Yield,kg/colony,49.6224947564767
Prince Edward Island,1935,Yield,kg/colony,22.9086868686869
Quebec,1935,Yield,kg/colony,30.3377449333333
Saskatchewan,1935,Yield,kg/colony,33.8102973049645
Alberta,1935,Value / Colony,CAD/colony,7.58039816232772
British Columbia,1935,Value / Colony,CAD/colony,8.54625550660793
Canada,1935,Value / Colony,CAD/colony,7.65916438348489
Manitoba,1935,Value / Colony,CAD/colony,7.13730066122131
New Brunswick,1935,Value / Colony,CAD/colony,5.38461538461539
Nova Scotia,1935,Value / Colony,CAD/colony,6.77966101694915
Ontario,1935,Value / Colony,CAD/colony,8.0880829015544
Prince Edward Island,1935,Value / Colony,CAD/colony,5.05050505050505
Quebec,1935,Value / Colony,CAD/colony,6.35
Saskatchewan,1935,Value / Colony,CAD/colony,8.22695035460993
Alberta,1936,Beekeepers,Thousand,1.15
British Columbia,1936,Beekeepers,Thousand,3.08
Canada,1936,Beekeepers,Thousand,26.312
Manitoba,1936,Beekeepers,Thousand,3.44
New Brunswick,1936,Beekeepers,Thousand,0.37
Nova Scotia,1936,Beekeepers,Thousand,0.26
Ontario,1936,Beekeepers,Thousand,8.2
Prince Edward Island,1936,Beekeepers,Thousand,0.012
Quebec,1936,Beekeepers,Thousand,6.8
Saskatchewan,1936,Beekeepers,Thousand,3
Alberta,1936,Colonies,Thousand,12.18
British Columbia,1936,Colonies,Thousand,21
Canada,1936,Colonies,Thousand,370.79
Manitoba,1936,Colonies,Thousand,51.31
New Brunswick,1936,Colonies,Thousand,1.3
Nova Scotia,1936,Colonies,Thousand,1.16
Ontario,1936,Colonies,Thousand,195
Prince Edward Island,1936,Colonies,Thousand,0.24
Quebec,1936,Colonies,Thousand,71.5
Saskatchewan,1936,Colonies,Thousand,17.1
Alberta,1936,Production,Tonnes,839.1452
British Columbia,1936,Production,Tonnes,512.55896
Canada,1936,Production,Tonnes,17234.22804
Manitoba,1936,Production,Tonnes,3690.424512
New Brunswick,1936,Production,Tonnes,19.050864
Nova Scotia,1936,Production,Tonnes,27.21552
Ontario,1936,Production,Tonnes,8496.685344
Prince Edward Island,1936,Production,Tonnes,6.350288
Quebec,1936,Production,Tonnes,2447.12884
Saskatchewan,1936,Production,Tonnes,1195.668512
Alberta,1936,Value of Honey,Million CAD,0.166
British Columbia,1936,Value of Honey,Million CAD,0.17
Canada,1936,Value of Honey,Million CAD,3.186
Manitoba,1936,Value of Honey,Million CAD,0.585
New Brunswick,1936,Value of Honey,Million CAD,0.007
Nova Scotia,1936,Value of Honey,Million CAD,0.01
Ontario,1936,Value of Honey,Million CAD,1.499
Prince Edward Island,1936,Value of Honey,Million CAD,0.002
Quebec,1936,Value of Honey,Million CAD,0.483
Saskatchewan,1936,Value of Honey,Million CAD,0.264
Alberta,1936,Colonies / Beekeeper,Number,11
British Columbia,1936,Colonies / Beekeeper,Number,7
Canada,1936,Colonies / Beekeeper,Number,14
Manitoba,1936,Colonies / Beekeeper,Number,15
New Brunswick,1936,Colonies / Beekeeper,Number,4
Nova Scotia,1936,Colonies / Beekeeper,Number,4
Ontario,1936,Colonies / Beekeeper,Number,24
Prince Edward Island,1936,Colonies / Beekeeper,Number,20
Quebec,1936,Colonies / Beekeeper,Number,11
Saskatchewan,1936,Colonies / Beekeeper,Number,6
Alberta,1936,Yield,kg/colony,68.8953366174056
British Columbia,1936,Yield,kg/colony,24.4075695238095
Canada,1936,Yield,kg/colony,46.479754146552
Manitoba,1936,Yield,kg/colony,71.9240793607484
New Brunswick,1936,Yield,kg/colony,14.6545107692308
Nova Scotia,1936,Yield,kg/colony,23.4616551724138
Ontario,1936,Yield,kg/colony,43.5727453538461
Prince Edward Island,1936,Yield,kg/colony,26.4595333333333
Quebec,1936,Yield,kg/colony,34.2255781818182
Saskatchewan,1936,Yield,kg/colony,69.9221352046784
Alberta,1936,Value / Colony,CAD/colony,13.6288998357964
British Columbia,1936,Value / Colony,CAD/colony,8.09523809523809
Canada,1936,Value / Colony,CAD/colony,8.59246473745247
Manitoba,1936,Value / Colony,CAD/colony,11.4012862989671
New Brunswick,1936,Value / Colony,CAD/colony,5.38461538461539
Nova Scotia,1936,Value / Colony,CAD/colony,8.62068965517241
Ontario,1936,Value / Colony,CAD/colony,7.68717948717949
Prince Edward Island,1936,Value / Colony,CAD/colony,8.33333333333333
Quebec,1936,Value / Colony,CAD/colony,6.75524475524475
Saskatchewan,1936,Value / Colony,CAD/colony,15.4385964912281
Alberta,1937,Beekeepers,Thousand,1.24
British Columbia,1937,Beekeepers,Thousand,3.08
Canada,1937,Beekeepers,Thousand,27.911
Manitoba,1937,Beekeepers,Thousand,3.55
New Brunswick,1937,Beekeepers,Thousand,0.47
Nova Scotia,1937,Beekeepers,Thousand,0.26
Ontario,1937,Beekeepers,Thousand,8.1
Prince Edward Island,1937,Beekeepers,Thousand,0.011
Quebec,1937,Beekeepers,Thousand,7.3
Saskatchewan,1937,Beekeepers,Thousand,3.9
Alberta,1937,Colonies,Thousand,13.73
British Columbia,1937,Colonies,Thousand,21.02
Canada,1937,Colonies,Thousand,386.36
Manitoba,1937,Colonies,Thousand,55.19
New Brunswick,1937,Colonies,Thousand,1.4
Nova Scotia,1937,Colonies,Thousand,1.26
Ontario,1937,Colonies,Thousand,200
Prince Edward Island,1937,Colonies,Thousand,0.26
Quebec,1937,Colonies,Thousand,69.8
Saskatchewan,1937,Colonies,Thousand,23.7
Alberta,1937,Production,Tonnes,979.75872
British Columbia,1937,Production,Tonnes,647.729376
Canada,1937,Production,Tonnes,12252.427104
Manitoba,1937,Production,Tonnes,3061.292408
New Brunswick,1937,Production,Tonnes,30.390664
Nova Scotia,1937,Production,Tonnes,20.865232
Ontario,1937,Production,Tonnes,5359.18948
Prince Edward Island,1937,Production,Tonnes,7.257472
Quebec,1937,Production,Tonnes,1627.941688
Saskatchewan,1937,Production,Tonnes,518.002064
Alberta,1937,Value of Honey,Million CAD,0.162
British Columbia,1937,Value of Honey,Million CAD,0.214
Canada,1937,Value of Honey,Million CAD,2.411
Manitoba,1937,Value of Honey,Million CAD,0.489
New Brunswick,1937,Value of Honey,Million CAD,0.011
Nova Scotia,1937,Value of Honey,Million CAD,0.007
Ontario,1937,Value of Honey,Million CAD,1.064
Prince Edward Island,1937,Value of Honey,Million CAD,0.002
Quebec,1937,Value of Honey,Million CAD,0.359
Saskatchewan,1937,Value of Honey,Million CAD,0.103
Alberta,1937,Colonies / Beekeeper,Number,11
British Columbia,1937,Colonies / Beekeeper,Number,7
Canada,1937,Colonies / Beekeeper,Number,14
Manitoba,1937,Colonies / Beekeeper,Number,16
New Brunswick,1937,Colonies / Beekeeper,Number,3
Nova Scotia,1937,Colonies / Beekeeper,Number,5
Ontario,1937,Colonies / Beekeeper,Number,25
Prince Edward Island,1937,Colonies / Beekeeper,Number,24
Quebec,1937,Colonies / Beekeeper,Number,10
Saskatchewan,1937,Colonies / Beekeeper,Number,6
Alberta,1937,Yield,kg/colony,71.3589745083758
British Columbia,1937,Yield,kg/colony,30.8149084681256
